,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
8801,8801,0.88,0.551,4,-13.803,0,0.335,0.461,0.000393,0.219,0.7,110.038,audio_features,124369,4,Trap Metal,Dyin Slowly,, Dyin Slowly
6689,6689,0.561,0.265,8,-11.504,1,0.0321,0.284,0.951,0.107,0.0433,124.986,audio_features,96000,4,Underground Rap,UNKNOWN LOCATION INTERLUDE,, UNKNOWN LOCATION INTERLUDE
7018,7018,0.8340000000000001,0.526,10,-5.209,0,0.486,0.00914,0.0,0.12,0.259,179.945,audio_features,149347,4,Underground Rap,Statute Of Limitations,, Statute Of Limitations
30462,30462,0.608,0.975,1,-2.008,1,0.287,0.004,0.787,0.125,0.0691,172.106,audio_features,361395,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
6872,6872,0.95,0.568,1,-7.346,1,0.415,0.0538,1.06e-06,0.141,0.297,202.024,audio_features,155232,4,Underground Rap,Like Us,, Like Us
27547,27547,0.528,0.991,8,0.114,1,0.502,0.0131,0.0758,0.209,0.212,149.944,audio_features,236800,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
12026,12026,0.794,0.653,7,-7.838999999999999,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,audio_features,263373,4,Rap,Too Good,, Too Good
32136,32136,0.593,0.968,10,-4.4060000000000015,0,0.107,0.0454,0.0779,0.0258,0.255,149.937,audio_features,329117,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
2515,2515,0.561,0.727,9,-7.362999999999999,0,0.0307,0.0165,0.398,0.324,0.129,130.039,audio_features,240000,4,Dark Trap,Bloom,, Bloom
23423,23423,0.3329999999999999,0.971,7,-7.925,1,0.0529,0.00709,0.929,0.207,0.18,135.958,audio_features,209559,4,trance,,TRANNCE 2020 Best Trance Music Official,TRANNCE 2020 Best Trance Music Official 
29506,29506,0.366,0.993,7,-2.482,0,0.0737,3.52e-05,0.821,0.368,0.0413,174.87900000000005,audio_features,318162,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
2310,2310,0.616,0.594,8,-9.468,0,0.0734,0.224,0.293,0.0858,0.165,118.047,audio_features,206000,4,Dark Trap,Cheongdam,, Cheongdam
14822,14822,0.7490000000000001,0.906,0,-4.879,1,0.0481,0.0194,0.0,0.0569,0.5720000000000001,135.955,audio_features,314280,4,Hiphop,Best Friend,, Best Friend
10579,10579,0.246,0.977,10,-2.353,1,0.215,0.00122,0.0035,0.0543,0.183,147.922,audio_features,287333,4,Emo,It's Raining Men,, It's Raining Men
23849,23849,0.5920000000000001,0.902,7,-5.336,1,0.0425,0.0002189999999999,0.778,0.479,0.21,141.986,audio_features,476197,4,psytrance,,PsyTrance 2020/ Progressive PsyTrance Mix,PsyTrance 2020/ Progressive PsyTrance Mix 
15437,15437,0.58,0.5770000000000001,2,-5.997000000000001,0,0.2,0.125,0.0,0.086,0.153,198.566,audio_features,193243,5,Hiphop,Can't Be Broken,, Can't Be Broken
24082,24082,0.644,0.979,1,-5.669,1,0.0508,1.6800000000000002e-05,0.821,0.247,0.7609999999999999,146.004,audio_features,424110,4,psytrance,,Psytrance 2020,Psytrance 2020 
5230,5230,0.7709999999999999,0.57,10,-9.94,0,0.412,0.0733,0.0,0.364,0.491,128.07399999999998,audio_features,65344,4,Underground Rap,Cooling,, Cooling
9682,9682,0.5329999999999999,0.802,4,-4.212,1,0.0384,0.001,0.0,0.314,0.293,106.969,audio_features,258267,4,Emo,The Best Of Me,, The Best Of Me
25823,25823,0.574,0.926,1,-6.166,1,0.0344,0.000403,0.6859999999999999,0.37,0.102,145.007,audio_features,456828,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
8780,8780,0.8140000000000001,0.758,0,-6.5120000000000005,1,0.384,0.185,0.091,0.204,0.82,159.94,audio_features,131590,4,Trap Metal,Rapture,, Rapture
21859,21859,0.541,0.981,7,-5.8870000000000005,0,0.1639999999999999,0.0557,0.927,0.1669999999999999,0.19,136.037,audio_features,180773,4,trance,,ASOT,ASOT 
10594,10594,0.507,0.852,1,-6.841,1,0.0453,0.000676,1.28e-05,0.0599,0.595,158.0,audio_features,201147,4,Emo,Mountains,, Mountains
21326,21326,0.6559999999999999,0.863,4,-9.05,0,0.0483,0.00062,0.8220000000000001,0.322,0.2789999999999999,135.043,audio_features,293342,4,techno,,|DARK|HARD|TECHNO,|DARK|HARD|TECHNO 
19340,19340,0.7509999999999999,0.551,1,-11.79,1,0.0496,0.000672,0.938,0.1119999999999999,0.0706,127.998,audio_features,333055,4,techno,,Techno Music 2020 | Best Techno,Techno Music 2020 | Best Techno 
26984,26984,0.544,0.825,11,-3.888,0,0.0439,0.00329,0.247,0.235,0.3929999999999999,140.119,audio_features,233195,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
31005,31005,0.526,0.924,0,-3.674,0,0.0485,0.081,0.126,0.0606,0.208,150.034,audio_features,293990,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
6183,6183,0.722,0.488,8,-7.5470000000000015,1,0.398,0.0405,3.28e-06,0.322,0.6609999999999999,160.186,audio_features,212493,4,Underground Rap,Jamba (feat. Hodgy),, Jamba (feat. Hodgy)
7848,7848,0.542,0.727,8,-7.4220000000000015,1,0.0935,0.555,0.0,0.426,0.894,159.564,audio_features,235500,4,Underground Rap,Sunday Morning Drive (feat. Curren$y & Dom Kennedy),, Sunday Morning Drive (feat. Curren$y & Dom Kennedy)
17502,17502,0.8079999999999999,0.79,1,-8.109,1,0.133,0.000197,0.304,0.107,0.3879999999999999,125.078,audio_features,278400,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
3874,3874,0.752,0.903,7,-3.188,0,0.317,0.227,0.0,0.125,0.7759999999999999,165.09099999999995,audio_features,152727,4,Underground Rap,On Purpose,, On Purpose
7794,7794,0.782,0.6579999999999999,2,-3.956,0,0.0275,0.00657,0.0079,0.105,0.095,126.004,audio_features,198577,4,Underground Rap,Gaudy Pack Shawty,, Gaudy Pack Shawty
7649,7649,0.77,0.705,11,-3.138,0,0.393,0.1369999999999999,0.0,0.0992,0.405,143.054,audio_features,243608,4,Underground Rap,No Ceilings (feat. Lil Wayne & Jay Gwuapo),, No Ceilings (feat. Lil Wayne & Jay Gwuapo)
8253,8253,0.695,0.6859999999999999,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,210.438,audio_features,93447,4,Trap Metal,Floor 555,, Floor 555
2989,2989,0.408,0.8029999999999999,7,-9.902,1,0.0563,9.13e-05,0.816,0.111,0.0259,120.061,audio_features,104000,4,Dark Trap,Open,, Open
8020,8020,0.885,0.474,1,-8.133,0,0.25,0.0209,0.0,0.0895,0.794,150.072,audio_features,217893,4,Underground Rap,Swing,, Swing
25031,25031,0.61,0.942,1,-6.894,1,0.0387,1.4800000000000002e-05,0.735,0.294,0.187,147.031,audio_features,450612,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
14016,14016,0.71,0.54,2,-10.135,1,0.159,0.233,0.00143,0.348,0.373,128.00799999999998,audio_features,236260,4,Pop,Destination Calabria,, Destination Calabria
15933,15933,0.713,0.909,1,-5.097,1,0.23,0.0954,5.8e-05,0.0836,0.503,130.941,audio_features,251867,5,Hiphop,Sets Go Up (feat. Wacko),, Sets Go Up (feat. Wacko)
27130,27130,0.58,0.977,3,-2.5660000000000003,1,0.22,0.0267,0.00275,0.119,0.2269999999999999,150.106,audio_features,217600,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
12051,12051,0.807,0.757,5,-7.876,1,0.279,0.17,0.0,0.0445,0.924,163.946,audio_features,163887,4,Rap,Bermuda,, Bermuda
26817,26817,0.362,0.7959999999999999,5,-3.843,0,0.0599,0.00318,0.0284,0.156,0.2339999999999999,149.859,audio_features,229923,4,trap,,Heavy Dubstep,Heavy Dubstep 
20679,20679,0.795,0.706,10,-12.375,0,0.081,0.0181,0.8759999999999999,0.1119999999999999,0.0388,126.003,audio_features,365714,4,techno,,Dark Techno,Dark Techno 
22230,22230,0.604,0.785,8,-8.517999999999999,1,0.0325,0.284,0.102,0.238,0.1169999999999999,133.981,audio_features,232836,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
26320,26320,0.596,0.978,6,-1.189,1,0.0943,0.0003819999999999,0.769,0.262,0.406,149.976,audio_features,227200,4,trap,,Heavy Dubstep,Heavy Dubstep 
6599,6599,0.562,0.971,1,-4.239,1,0.0892,0.00401,0.0,0.361,0.598,108.048,audio_features,168889,4,Underground Rap,The End,, The End
21001,21001,0.7559999999999999,0.591,7,-9.993,1,0.0588,0.00355,0.918,0.105,0.0306,130.019,audio_features,457164,4,techno,,Techno / Minimal / Hardcore/ Melodic / Dark,Techno / Minimal / Hardcore/ Melodic / Dark 
6392,6392,0.7120000000000001,0.562,10,-6.007999999999999,1,0.129,0.125,0.0,0.136,0.142,140.0,audio_features,236480,4,Underground Rap,I Mean It (feat. Remo),, I Mean It (feat. Remo)
23267,23267,0.519,0.994,0,-6.303,1,0.064,3.39e-05,0.636,0.238,0.4970000000000001,139.999,audio_features,572571,4,trance,,Uplifting Trance.,Uplifting Trance. 
13614,13614,0.941,0.631,1,-5.997999999999998,0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,audio_features,263373,4,RnB,Get Up (feat. Chamillionaire),, Get Up (feat. Chamillionaire)
1657,1657,0.705,0.708,4,-8.681000000000001,1,0.195,0.485,1.63e-06,0.14,0.509,179.93200000000004,audio_features,192000,4,Dark Trap,SometimesTheUglyTruthCanBeBeautiful (prod. by Dnl),, SometimesTheUglyTruthCanBeBeautiful (prod. by Dnl)
22693,22693,0.415,0.867,6,-7.7,1,0.0692,6.809999999999999e-05,0.349,0.743,0.272,138.04399999999998,audio_features,224389,4,trance,,UPLIFTING TRANCE 2020,UPLIFTING TRANCE 2020 
32217,32217,0.613,0.924,6,-4.331,0,0.0692,0.3979999999999999,0.0405,0.0784,0.178,150.006,audio_features,347200,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
32328,32328,0.249,0.868,5,-5.153,0,0.05,0.00835,0.0137,0.305,0.132,152.47,audio_features,192000,4,hardstyle,,Best of Hardstyle 2020,Best of Hardstyle 2020 
21032,21032,0.687,0.718,5,-10.954,0,0.0474,0.000294,0.923,0.1119999999999999,0.0345,129.004,audio_features,480103,4,techno,,Dark Techno Rave,Dark Techno Rave 
18065,18065,0.9,0.878,0,-3.781,1,0.14,0.0067599999999999,0.7809999999999999,0.353,0.457,125.002,audio_features,274175,4,techhouse,,Tech House Top 50,Tech House Top 50 
11209,11209,0.8140000000000001,0.434,2,-9.367,1,0.228,0.237,0.0,0.112,0.39,160.015,audio_features,185312,4,Rap,Speak Up,, Speak Up
100,100,0.841,0.516,2,-12.32,1,0.28,0.0892,0.0,0.0781,0.26,120.007,audio_features,152137,4,Dark Trap,Hooky,, Hooky
24972,24972,0.7440000000000001,0.984,6,-6.553999999999999,1,0.0563,1.89e-05,0.8170000000000001,0.4429999999999999,0.2769999999999999,148.002,audio_features,386047,4,psytrance,,Psytrance Can,Psytrance Can 
31939,31939,0.263,0.885,5,-2.903,1,0.038,0.000653,8.27e-06,0.517,0.231,149.773,audio_features,147433,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
24436,24436,0.565,0.971,8,-6.122000000000001,1,0.0379,0.000134,0.7509999999999999,0.184,0.222,145.018,audio_features,437047,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
2573,2573,0.325,0.6709999999999999,5,-6.417000000000002,0,0.0615,0.00463,0.371,0.102,0.0378,176.812,audio_features,197058,5,Dark Trap,with your girlfriend,, with your girlfriend
17840,17840,0.81,0.894,4,-7.355,0,0.0626,0.000637,0.852,0.048,0.935,126.007,audio_features,354292,4,techhouse,,Dirtybird Players,Dirtybird Players 
18146,18146,0.785,0.65,6,-8.179,1,0.0745,0.00134,0.75,0.0552,0.507,124.982,audio_features,192500,4,techhouse,,Toolroom Tech House,Toolroom Tech House 
6509,6509,0.595,0.6629999999999999,8,-3.713,1,0.0531,0.784,0.0,0.106,0.662,148.274,audio_features,210811,4,Underground Rap,Swisher Sweet (feat. Rosy),, Swisher Sweet (feat. Rosy)
16678,16678,0.841,0.903,10,-7.142,0,0.0692,0.000813,0.5589999999999999,0.0407,0.777,124.967,audio_features,202138,4,techhouse,,Tech House,Tech House 
4872,4872,0.825,0.6509999999999999,11,-7.1160000000000005,0,0.36,0.0491,0.0,0.124,0.6709999999999999,127.934,audio_features,153840,4,Underground Rap,FUCK PATEK,, FUCK PATEK
14281,14281,0.657,0.588,8,-6.005,1,0.0272,0.0252,0.0,0.087,0.105,118.022,audio_features,184827,4,Hiphop,Apologize,, Apologize
26712,26712,0.8590000000000001,0.913,8,-2.061,1,0.0528,0.0245,0.0316,0.3289999999999999,0.0737,140.072,audio_features,232210,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
31905,31905,0.5489999999999999,0.967,5,-4.956,1,0.0908,0.0596,0.8140000000000001,0.375,0.0379,150.02,audio_features,338353,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
2608,2608,0.8140000000000001,0.6940000000000001,6,-7.269,0,0.0514,0.693,0.74,0.118,0.478,136.012,audio_features,199412,4,Dark Trap,Rising from the Ashes,, Rising from the Ashes
21315,21315,0.816,0.866,6,-6.282,0,0.0602,0.000766,0.848,0.0998,0.95,130.016,audio_features,431077,4,techno,,Dark Techno Rave,Dark Techno Rave 
26751,26751,0.6809999999999999,0.994,1,-0.258,1,0.4579999999999999,0.106,0.000976,0.271,0.198,145.037,audio_features,230069,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
10615,10615,0.655,0.626,6,-7.155,0,0.045,0.0134,0.0,0.349,0.498,134.028,audio_features,217067,4,Emo,Halfway Right,, Halfway Right
24337,24337,0.685,0.83,6,-5.323,1,0.08,0.00252,0.0168,0.111,0.541,143.018,audio_features,375944,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
7808,7808,0.677,0.769,4,-4.977,0,0.332,0.0279,0.00238,0.0812,0.463,160.112,audio_features,134522,4,Underground Rap,Jumpshot (feat. Bexey & E Meta),, Jumpshot (feat. Bexey & E Meta)
32085,32085,0.65,0.927,5,-9.0,0,0.0891,0.0274,0.27,0.0938,0.11,146.969,audio_features,386232,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
10409,10409,0.505,0.34,4,-9.005,1,0.0438,0.5760000000000001,0.0,0.21,0.0916,203.986,audio_features,206459,4,Emo,Lose You To Love Me,, Lose You To Love Me
13327,13327,0.758,0.448,7,-9.441,1,0.103,0.0309,8.669999999999999e-05,0.5579999999999999,0.373,154.352,audio_features,198960,4,RnB,God's Plan,, God's Plan
6847,6847,0.883,0.631,11,-8.925,1,0.27,0.0275,0.00715,0.105,0.378,150.015,audio_features,179373,4,Underground Rap,ADDYS (feat. Nechie),, ADDYS (feat. Nechie)
5667,5667,0.913,0.72,0,-4.427,1,0.179,0.0893,0.0,0.121,0.174,114.942,audio_features,223320,4,Underground Rap,Multiply (feat. Juicy J),, Multiply (feat. Juicy J)
2717,2717,0.585,0.593,8,-3.302,0,0.0356,0.568,0.1,0.633,0.203,120.045,audio_features,202000,4,Dark Trap,Not My World,, Not My World
11859,11859,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,100.047,audio_features,271404,4,Rap,Still Cold / Pathway Private,, Still Cold / Pathway Private
28590,28590,0.382,0.882,9,-4.209,0,0.161,0.00359,0.000678,0.217,0.141,173.957,audio_features,300000,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
28621,28621,0.607,0.75,5,-4.684,0,0.0428,0.0425,0.0118,0.0788,0.0816,173.954,audio_features,321594,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
29294,29294,0.637,0.948,11,-3.842,0,0.0749,6.45e-05,0.471,0.214,0.494,175.013,audio_features,334982,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
431,431,0.6679999999999999,0.3229999999999999,11,-13.591,0,0.0471,0.0649,2.27e-05,0.13,0.217,160.018,audio_features,126159,1,Dark Trap,Silencethefeelings,, Silencethefeelings
22610,22610,0.636,0.923,6,-5.671,1,0.0531,0.00345,0.912,0.0898,0.104,135.984,audio_features,505360,4,trance,,Best of Trance,Best of Trance 
31169,31169,0.5660000000000001,0.976,5,-3.882,0,0.0894,0.0155,0.0131,0.58,0.34,155.007,audio_features,191613,4,hardstyle,,Best of Hardstyle 2020,Best of Hardstyle 2020 
8457,8457,0.602,0.62,3,-6.96,0,0.13,0.00908,0.0,0.163,0.79,150.328,audio_features,120033,4,Trap Metal,Skull Crack,, Skull Crack
13163,13163,0.448,0.546,4,-6.6720000000000015,1,0.086,0.321,0.0,0.52,0.403,123.513,audio_features,219400,4,RnB,Love You Gently,, Love You Gently
7446,7446,0.79,0.836,0,-4.0710000000000015,1,0.065,0.0287,0.0,0.398,0.923,117.005,audio_features,165685,4,Underground Rap,Lemonade (with Denzel Curry),, Lemonade (with Denzel Curry)
16809,16809,0.828,0.8109999999999999,1,-3.968,1,0.0524,0.00446,0.511,0.102,0.812,124.007,audio_features,237284,4,techhouse,,Dirtybird House,Dirtybird House 
7960,7960,0.7979999999999999,0.5529999999999999,0,-7.671,1,0.237,0.118,0.0,0.112,0.597,187.804,audio_features,188996,4,Underground Rap,Upper Echelon,, Upper Echelon
11546,11546,0.871,0.555,1,-5.968,1,0.248,0.203,0.0,0.118,0.248,129.97299999999998,audio_features,170192,4,Rap,SHUT UP,, SHUT UP
9515,9515,0.639,0.725,5,-4.573,1,0.384,0.000761,0.0,0.121,0.454,122.086,audio_features,126149,4,Trap Metal,8300,, 8300
5485,5485,0.802,0.7490000000000001,1,-6.553,0,0.316,0.0637,0.0,0.348,0.534,200.044,audio_features,167208,4,Underground Rap,"I'm Good, Pt. 5",," I'm Good, Pt. 5"
8824,8824,0.406,0.972,11,-1.391,1,0.221,0.039,0.0,0.165,0.384,150.096,audio_features,179200,4,Trap Metal,RIP$AW.,, RIP$AW.
32820,32820,0.286,0.967,10,-5.675,1,0.088,0.0017699999999999,0.273,0.3720000000000001,0.145,150.006,audio_features,251600,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
7780,7780,0.703,0.546,10,-6.892,0,0.119,0.616,0.000156,0.0903,0.395,145.016,audio_features,145653,4,Underground Rap,Predator,, Predator
27357,27357,0.6890000000000001,0.987,1,-1.5830000000000002,1,0.305,0.00839,0.75,0.106,0.0941,149.998,audio_features,230400,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
15443,15443,0.843,0.5589999999999999,6,-7.876,1,0.0592,0.5770000000000001,2.35e-05,0.105,0.42,133.02,audio_features,176000,4,Hiphop,Chicago Diner,, Chicago Diner
12976,12976,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.5539999999999999,159.738,audio_features,184516,3,RnB,Pink + White,, Pink + White
14334,14334,0.6890000000000001,0.478,1,-9.142,1,0.231,0.0881,2.45e-06,0.357,0.774,182.078,audio_features,244867,4,Hiphop,Baby Boy (feat. Sean Paul),, Baby Boy (feat. Sean Paul)
29266,29266,0.569,0.932,6,-6.524,1,0.0659,0.000186,0.825,0.155,0.152,174.009,audio_features,275880,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
6361,6361,0.7240000000000001,0.887,6,-7.0760000000000005,1,0.393,0.134,0.0,0.112,0.745,181.89,audio_features,254867,4,Underground Rap,You Ain't a Killer,, You Ain't a Killer
25399,25399,0.5479999999999999,0.972,11,-5.5870000000000015,0,0.0543,0.000664,0.879,0.49,0.475,150.02100000000004,audio_features,449600,4,psytrance,,DARK PSYTRANCE,DARK PSYTRANCE 
26971,26971,0.644,0.743,1,-8.899,1,0.109,0.0746,0.00159,0.121,0.493,160.043,audio_features,169732,4,trap,,Trap and Bass,Trap and Bass 
15807,15807,0.757,0.625,1,-7.271,1,0.143,0.336,0.345,0.129,0.389,146.023,audio_features,172253,4,Hiphop,Human (feat. Night Lovell),, Human (feat. Night Lovell)
5827,5827,0.833,0.6990000000000001,6,-3.262,1,0.212,0.209,0.0,0.0895,0.404,194.084,audio_features,233280,4,Underground Rap,Which Way Is Up (Featuring Natalia Gaeta),, Which Way Is Up (Featuring Natalia Gaeta)
15516,15516,0.57,0.5529999999999999,1,-9.137,1,0.665,0.557,5.67e-05,0.375,0.828,175.55900000000003,audio_features,346667,4,Hiphop,Brown Skin Lady,, Brown Skin Lady
7261,7261,0.613,0.614,1,-7.235,1,0.0439,0.0143,0.0,0.094,0.198,187.968,audio_features,224813,4,Underground Rap,Me and You,, Me and You
31985,31985,0.325,0.797,9,-3.85,1,0.0431,0.0227,0.000223,0.586,0.247,149.995,audio_features,206400,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
7087,7087,0.792,0.441,7,-10.39,1,0.154,0.365,0.0,0.105,0.602,188.01,audio_features,164067,4,Underground Rap,Blue Jays,, Blue Jays
32829,32829,0.518,0.9,9,-4.253,0,0.1169999999999999,0.034,0.000129,0.0769,0.0926,153.13,audio_features,208627,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
12878,12878,0.747,0.624,2,-5.532,1,0.0864,0.182,0.0,0.0864,0.7559999999999999,194.106,audio_features,195074,4,RnB,Gum Body (feat. Jorja Smith),, Gum Body (feat. Jorja Smith)
10470,10470,0.455,0.867,4,-4.553,1,0.0405,0.00149,0.0085,0.0682,0.321,174.044,audio_features,524067,4,Emo,Runaway,, Runaway
23768,23768,0.759,0.862,9,-8.454,1,0.0717,0.000645,0.8909999999999999,0.0724,0.0329,140.02100000000002,audio_features,390796,3,psytrance,,PsyTrance 2020 By GMR,PsyTrance 2020 By GMR 
17405,17405,0.6829999999999999,0.998,6,-4.738,0,0.108,0.127,0.1889999999999999,0.0603,0.373,125.071,audio_features,210564,4,techhouse,,BOILER ROOM TECHNO HOUSE,BOILER ROOM TECHNO HOUSE 
17437,17437,0.8420000000000001,0.684,0,-7.75,1,0.0562,0.000942,0.0248,0.111,0.562,124.984,audio_features,199680,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
14874,14874,0.6859999999999999,0.735,2,-4.6160000000000005,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,audio_features,322227,4,Hiphop,"Lose Yourself - From ""8 Mile"" Soundtrack",," Lose Yourself - From ""8 Mile"" Soundtrack"
14401,14401,0.731,0.6609999999999999,6,-6.562,0,0.376,0.145,0.0,0.12,0.369,175.824,audio_features,292520,4,Hiphop,Hood Politics,, Hood Politics
30519,30519,0.629,0.924,2,-3.785,1,0.0398,1.52e-05,0.434,0.337,0.19,175.023,audio_features,248276,4,dnb,,UKF Drum & Bass,UKF Drum & Bass 
1047,1047,0.899,0.565,1,-7.916,1,0.568,0.0491,0.0,0.333,0.774,143.96,audio_features,113335,4,Dark Trap,Midday (feat. Wifisfuneral),, Midday (feat. Wifisfuneral)
3262,3262,0.75,0.866,7,-4.203,0,0.0606,0.000415,0.8740000000000001,0.305,0.4970000000000001,169.99,audio_features,192000,4,Dark Trap,Don't Turn Around,, Don't Turn Around
12032,12032,0.654,0.78,2,-8.76,0,0.52,0.234,0.0,0.128,0.309,140.1,audio_features,174067,4,Rap,Broke +-,, Broke +-
29043,29043,0.449,0.8959999999999999,10,-6.049,0,0.0457,0.00134,0.921,0.135,0.146,174.96,audio_features,356101,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
5657,5657,0.8079999999999999,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,192.24,audio_features,221027,4,Underground Rap,Mass Appeal,, Mass Appeal
9712,9712,0.469,0.789,9,-5.202999999999999,0,0.0457,2.56e-05,0.0,0.308,0.695,146.005,audio_features,193693,4,Emo,When I Get Home You're So Dead,, When I Get Home You're So Dead
21491,21491,0.41,0.996,9,-7.227,0,0.0805,0.0003799999999999,0.213,0.588,0.0571,138.003,audio_features,206999,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
493,493,0.322,0.596,4,-9.292,0,0.098,0.000101,3.3e-05,0.107,0.0759,180.132,audio_features,223948,4,Dark Trap,Old No. 7 - Feat. G-Eazy,, Old No. 7 - Feat. G-Eazy
18926,18926,0.754,0.99,11,-4.364,1,0.0542,0.0010199999999999,0.235,0.138,0.846,125.021,audio_features,188040,4,techhouse,,Toolroom Tech House,Toolroom Tech House 
873,873,0.657,0.459,8,-10.711,1,0.0404,0.0178,0.0,0.33,0.314,170.04,audio_features,169456,4,Dark Trap,Palm Tree Vibes,, Palm Tree Vibes
6736,6736,0.462,0.705,8,-6.367999999999999,1,0.222,0.472,0.0,0.107,0.526,162.368,audio_features,206880,5,Underground Rap,Tell Me Lies,, Tell Me Lies
16659,16659,0.815,0.935,2,-6.644,1,0.061,0.000162,0.892,0.0677,0.643,125.002,audio_features,400000,4,techhouse,,Tech House Essentials by Distortion,Tech House Essentials by Distortion 
22736,22736,0.541,0.965,8,-4.7810000000000015,0,0.0534,0.00131,0.186,0.359,0.35,130.014,audio_features,196731,4,trance,,Uplifting | Trance,Uplifting | Trance 
16334,16334,0.8,0.966,11,-6.42,0,0.0818,0.00348,0.000152,0.0911,0.916,131.95,audio_features,138173,4,Hiphop,"Do You Want It, Baby? (feat. About 2)",," Do You Want It, Baby? (feat. About 2)"
27515,27515,0.535,0.976,8,-1.649,1,0.272,0.0143,9.56e-05,0.121,0.331,149.958,audio_features,180800,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
10179,10179,0.573,0.938,9,-3.159,1,0.097,0.0338,0.0,0.337,0.613,116.552,audio_features,193280,4,Emo,Body Bag,, Body Bag
30386,30386,0.5479999999999999,0.936,7,-1.7990000000000002,1,0.191,0.000401,0.778,0.0827,0.574,174.023,audio_features,313103,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
8767,8767,0.655,0.743,1,-5.26,1,0.0388,0.00123,2.92e-06,0.47,0.0664,130.031,audio_features,143259,4,Trap Metal,Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER),, Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER)
27368,27368,0.812,0.993,9,-0.555,1,0.162,0.00963,0.488,0.214,0.7390000000000001,145.062,audio_features,192000,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
28757,28757,0.522,0.8590000000000001,10,-2.966,0,0.0608,0.00159,7.15e-05,0.608,0.4379999999999999,174.94299999999996,audio_features,178286,4,dnb,,Massive Drum & Bass,Massive Drum & Bass 
23126,23126,0.687,0.637,6,-5.91,1,0.0301,0.0188,0.853,0.192,0.335,128.001,audio_features,445707,4,trance,,"Uplifting Trance, Euphoric Trance","Uplifting Trance, Euphoric Trance "
24706,24706,0.648,0.972,6,-6.782,0,0.0426,0.00318,0.889,0.109,0.0957,140.033,audio_features,497143,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
32054,32054,0.478,0.878,1,-3.431,0,0.0403,0.0431,1.93e-05,0.0719,0.289,149.671,audio_features,222400,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
